source_id;step_distance;in_degree;betweenness;eigenvector;pagerank
Cohen1988_TheCanonic;3;2;0.0;2.5817907336888026e-17;0.002464136240144998
Jacobsen2000_Ningiszida;1;1;0.0;1.6250880153584808e-20;0.002452036234230334
Landsberger1934_DieFaunade;1;1;0.0;1.6250880153584808e-20;0.002452036234230334
Veldhuis2006_HowDidThey;2;1;15.5;6.223195059083425e-18;0.0023019392907990227
Biggs1974_Inscriptio;3;2;0.0;0.0;0.0025152108305193602
Englund1998_Textsfromt;3;3;0.0;0.0;0.002582208265443431
Gelb1991_EarliestLa;3;3;0.0;0.0;0.0025409217692462737
Green1981_TheConstru;3;3;0.0;0.0;0.002582208265443431
Green1987_Zeichenlis;3;2;0.0;0.0;0.002570108259528767
Michalowski1994_Writingand;3;2;0.0;3.589245126475874e-18;0.0024524507059666507
Hilprecht2004_ModelTexts;1;1;0.0;0.0;0.002440350700051987
Veldhuis2012_PrestigeDi;2;0;0.0;-0.0;0.0022898392848843584
Kramer1948_Fragmentso;1;1;0.0;1.6250880153584808e-20;0.002439559545819105
Lenzi2008_Secrecyand;3;2;0.0;2.5817907336888026e-17;0.0024516595517337686
Mieroop2007_AHistoryof;3;2;0.0;3.2501760307169616e-20;0.002528030609098728
Yushu2010_TheSumeria;2;0;0.0;-0.0;0.0022898392848843584
Jacobsen1939_TheSumeria;1;1;0.0;1.6250880153584808e-20;0.0024195968443611387
Jacobsen1987_TheHarpsTh;1;1;0.0;1.6250880153584808e-20;0.0024195968443611387
Kramer1952_Enmerkaran;1;1;0.0;1.6250880153584808e-20;0.0024195968443611387
George2008_Approaches;3;2;0.0;2.5817907336888026e-17;0.002431696850275803
Steinkeller2004_TheFunctio;3;2;0.0;3.2501760307169616e-20;0.0025080679076407617
Vanstiphout1989_EnmerkarsI;3;2;0.0;2.5817907336888026e-17;0.002431696850275803
Al-Jadir1998_Decouverte;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Baker2003_RecordKeep;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Bezold1889_Catalogueo;3;2;0.0;2.5817907336888026e-17;0.0023767994212663957
Charpin2004_Histoirepo;3;2;0.0;2.5817907336888026e-17;0.002399257460406608
Eidem2002_TheClayThe;3;2;0.0;2.5817907336888026e-17;0.0023767994212663957
Gasche2006_Lieudensei;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Hilprecht1910_TheEarlies;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Janssen1991_Samsuiluna;3;2;0.0;2.5817907336888026e-17;0.002399257460406608
Kessler1980_Untersuchu;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Lambert1989_TheLawsofH;3;2;0.0;2.5817907336888026e-17;0.0023904103540786452
Landsberger1937_DieSeriean;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Margueron1986_Quelquesre;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Margueron1995_Notesdarch;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Oppenheim1960_TheCityofA;3;2;0.0;2.5817907336888026e-17;0.0023767994212663957
Parrot1954_Lesfouille;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Postgate1976_FiftyNeoAs;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Postgate1986_Administra;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Postgate2003_Documentsi;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Reiner1960_PlagueAmul;3;2;0.0;2.5817907336888026e-17;0.0023904103540786452
Sallaberger1999_Wenndumein;3;2;0.0;2.5817907336888026e-17;0.002399257460406608
Scheil1937_Auserviced;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Weiher1983_Spatbabylo;1;1;0.0;6.223195059083425e-18;0.0023019392907990227
Michalowski2021_TheyWroteo;2;0;0.0;-0.0;0.0022898392848843584
Postgate2001_SystemandS;1;1;0.0;1.6250880153584808e-20;0.0023783103481639814
Rey2020_ASeleucidC;1;1;0.0;1.6250880153584808e-20;0.0023783103481639814
Taylor2015_ASystemati;1;0;0.0;-0.0;0.0022898392848843584
Hall1951_Evaluation;1;1;0.0;1.6250880153584808e-20;0.003263020980960211
Ross1958_Treatmento;1;1;0.0;1.6250880153584808e-20;0.003263020980960211
Janssen2018_AddressBeh;2;0;0.0;-0.0;0.0022898392848843584
Landsberger1915_Derkultisc;1;1;0.0;1.6250880153584808e-20;0.0023871574544919436
Tanret2011_LearnedRic;2;0;0.0;-0.0;0.0022898392848843584
Nan2024_TheRoleand;2;0;0.0;-0.0;0.0022898392848843584
Husain2007_TheUnitedS;1;1;0.0;1.6250880153584808e-20;0.003263020980960211
Reade2016_TheManufac;2;0;0.0;-0.0;0.0022898392848843584
Thompson1933_TheBritish;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
Crawford1966_Processing;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
Gibson1972_TheArchaeo;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
Hall1930_ASeasonsWo;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
Hunger1970_DasArchivd;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
Layard1849_Ninevehand;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
Layard1853_Discoverie;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
Loftus1857_Travelsand;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
Parrot1953_Archeologi;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
Rassam1897_Asshurandt;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
Woolley1937_DiggingUpt;1;1;0.0;1.6250880153584808e-20;0.002364699415351732
